ID,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,label
1939,1.0,1.0,0.0,119.0,99.0,99.0,239.0,294.9903,76.5131,245.0,48.1586,56.5199,139.0,139.0,1.0,4372.0,0.0,139.0,0.2469,0.1624,0.0178,4.0,10.0,4.0,1.0
1940,1.0,1.0,1.0,159.0,219.0,219.0,99.0,367.5241,78.2624,375.8258,5.7009,14.5602,199.0,199.0,1.0,1908.0,0.0,199.0,-0.0784,0.1806,0.0284,5.0,4.0,2.0,1.0
1941,2.0,1.0,0.0,159.0,80.0,160.0,99.0,111.325,204.8518,112.6987,98.6826,72.7616,160.0,80.0,0.0,0.0,0.0,0.0,0.4645,0.5365,0.04,5.0,1.0,1.0,1.0
1942,2.0,0.0,0.0,99.0,119.0,218.0,159.0,556.1189,153.6376,435.0,115.5876,114.5393,139.0,139.0,1.0,537.0,1.0,496.0,0.1769,0.1769,0.0119,6.0,9.0,4.0,2.0
1943,1.0,1.0,0.0,199.0,99.0,99.0,219.0,107.0047,1145.7724,49.0408,52.1177,43.6606,99.0,99.0,0.0,0.0,0.0,0.0,0.1767,0.1822,0.0124,7.0,8.0,2.0,0.0
1944,1.0,1.0,1.0,99.0,119.0,119.0,219.0,222.7246,608.5666,98.9949,125.109,115.4264,119.0,119.0,2.0,2067.0,0.0,258.0,0.053,0.133,0.0193,8.0,4.0,7.0,2.0
1945,2.0,1.0,0.0,278.0,179.0,318.0,179.0,165.5483,156.1802,350.8917,190.5531,85.5716,318.0,159.0,0.0,0.0,0.0,318.0,0.1375,0.1385,0.0228,7.0,1.0,1.0,1.0
1946,1.0,1.0,0.0,219.0,219.0,219.0,179.0,103.8809,107.3371,117.5925,57.717,58.7729,219.0,219.0,0.0,0.0,0.0,438.0,0.2256,0.3006,0.0125,5.0,3.0,1.0,1.0
1947,1.0,1.0,0.0,80.0,239.0,239.0,278.0,263.1316,188.908,348.191,91.6542,81.5245,239.0,239.0,0.0,0.0,0.0,478.0,0.3553,0.3193,0.0318,4.0,1.0,1.0,1.0
1948,2.0,0.0,1.0,99.0,219.0,477.0,298.0,110.0011,169.5435,109.3709,15.0333,46.5027,477.0,238.5,0.0,0.0,1.0,477.0,0.1441,0.1611,0.0442,4.0,3.0,3.0,1.0
1949,1.0,1.0,1.0,278.0,239.0,239.0,199.0,65.9109,137.7679,103.7304,104.3671,98.1084,179.0,179.0,0.0,0.0,0.0,0.0,0.1447,0.3817,0.0662,8.0,4.0,1.0,2.0
1950,1.0,0.0,1.0,99.0,119.0,119.0,179.0,548.3833,344.1693,580.4248,46.6744,42.9564,119.0,119.0,0.0,0.0,0.0,0.0,0.1328,0.1348,0.0272,9.0,1.0,4.0,0.0
1951,1.0,1.0,0.0,119.0,100.0,100.0,179.0,235.0021,51.5218,194.4351,40.4042,41.6203,100.0,100.0,1.0,179.0,0.0,0.0,0.1793,0.1208,0.0124,9.0,9.0,6.0,2.0
1952,2.0,1.0,0.0,119.0,99.0,198.0,119.0,256.0005,335.0302,118.0678,135.0037,134.0457,198.0,99.0,0.0,0.0,0.0,0.0,0.2422,0.3797,0.0232,7.0,8.0,3.0,1.0
1953,1.0,1.0,0.0,139.0,179.0,179.0,179.0,80.7233,119.5377,122.7029,51.0392,67.0615,179.0,179.0,0.0,0.0,1.0,179.0,0.263,0.2595,0.0212,4.0,8.0,1.0,1.0
1954,1.0,1.0,1.0,139.0,278.0,278.0,179.0,425.2473,205.0274,462.0444,57.6888,37.1652,159.0,159.0,0.0,0.0,0.0,318.0,0.1331,0.2486,0.0107,8.0,8.0,1.0,1.0
1955,2.0,1.0,0.0,139.0,179.0,278.0,159.0,221.6151,363.3208,186.7753,36.5308,27.9016,278.0,139.0,0.0,0.0,0.0,0.0,0.2122,0.5202,0.0509,6.0,9.0,2.0,2.0
1956,1.0,1.0,0.0,179.0,179.0,179.0,20.0,83.8824,949.6416,143.4503,55.4549,62.7873,179.0,179.0,0.0,0.0,0.0,0.0,-0.4958,-0.3453,0.011,4.0,6.0,1.0,0.0
1957,1.0,1.0,0.0,0.0,238.0,238.0,199.0,0.0,252.6114,0.0,59.1714,62.6598,238.0,238.0,1.0,636.0,0.0,0.0,0.0871,0.1236,0.0479,7.0,4.0,3.0,2.0
1958,1.0,1.0,0.0,80.0,179.0,179.0,239.0,228.6329,196.5407,147.7329,86.8936,88.9565,179.0,179.0,0.0,0.0,0.0,0.0,0.0143,0.1388,0.0219,7.0,8.0,3.0,1.0
1959,1.0,0.0,1.0,179.0,358.0,358.0,99.0,48.8365,0.0,89.56,31.1448,23.4094,815.0,815.0,1.0,1054.0,0.0,4135.0,0.1586,0.1586,0.101,8.0,4.0,1.0,2.0
1960,1.0,1.0,0.0,219.0,139.0,139.0,159.0,264.8971,280.7134,114.0175,148.5842,145.3109,139.0,139.0,0.0,0.0,0.0,278.0,-0.0176,0.0634,0.0128,7.0,1.0,2.0,0.0
1961,1.0,1.0,0.0,238.0,99.0,99.0,99.0,222.1041,123.5364,165.7739,48.3141,50.0849,99.0,99.0,0.0,0.0,0.0,0.0,0.1812,0.8872,0.0106,6.0,9.0,2.0,1.0
1962,1.0,1.0,1.0,99.0,99.0,99.0,99.0,95.0474,206.9034,36.8782,69.7227,83.6436,179.0,179.0,0.0,0.0,1.0,0.0,0.2341,0.6821,0.0406,6.0,3.0,5.0,2.0
1963,2.0,1.0,0.0,179.0,179.0,378.0,239.0,192.0527,131.0086,234.1645,45.6098,62.7236,378.0,189.0,0.0,0.0,0.0,0.0,0.1587,0.2307,0.1204,4.0,5.0,1.0,0.0
1964,1.0,1.0,1.0,99.0,239.0,239.0,139.0,198.1338,192.5104,209.2964,67.5,76.9025,179.0,179.0,0.0,0.0,0.0,0.0,0.0657,0.1102,0.0191,4.0,3.0,1.0,1.0
1965,1.0,1.0,1.0,179.0,179.0,179.0,199.0,159.3212,181.0028,252.0575,100.4117,87.0704,139.0,139.0,0.0,0.0,0.0,0.0,0.1371,0.2221,0.0129,6.0,7.0,1.0,1.0
1966,1.0,1.0,0.0,239.0,139.0,139.0,99.0,72.0347,163.1104,100.2098,44.4325,40.0,139.0,139.0,0.0,0.0,0.0,0.0,0.2874,0.1934,0.0112,9.0,10.0,1.0,1.0
1967,1.0,1.0,0.0,99.0,119.0,119.0,99.0,215.5284,131.539,137.5245,84.5237,112.7054,119.0,119.0,0.0,0.0,0.0,0.0,0.1103,0.2298,0.0163,5.0,2.0,3.0,0.0
1968,1.0,1.0,1.0,139.0,139.0,139.0,219.0,149.688,294.0225,210.0976,63.2851,76.5506,139.0,139.0,1.0,298.0,1.0,2206.0,0.1582,0.0837,0.0202,7.0,1.0,1.0,2.0
1969,1.0,0.0,0.0,139.0,119.0,119.0,99.0,70.8414,130.384,29.8329,80.5062,73.5017,119.0,119.0,0.0,0.0,1.0,0.0,0.0703,0.3253,0.0242,5.0,1.0,3.0,1.0
1970,1.0,1.0,0.0,139.0,139.0,139.0,139.0,113.5176,172.0589,151.268,33.6341,19.105,139.0,139.0,1.0,1134.0,1.0,1690.0,0.1363,0.1588,0.0185,4.0,3.0,3.0,2.0
1971,1.0,0.0,1.0,139.0,199.0,199.0,159.0,404.9228,402.8588,354.0904,58.6622,53.3128,199.0,199.0,1.0,298.0,0.0,0.0,0.116,0.116,0.0431,6.0,9.0,3.0,2.0
1972,1.0,1.0,1.0,99.0,139.0,139.0,99.0,846.6512,0.0,951.0005,97.1828,89.1698,417.0,417.0,0.0,0.0,0.0,1133.0,0.8481,0.8481,0.0279,6.0,9.0,1.0,2.0
1973,1.0,1.0,0.0,139.0,238.0,238.0,139.0,173.0354,95.1065,100.4042,76.5278,69.7316,238.0,238.0,0.0,0.0,0.0,318.0,0.1357,0.0992,0.0287,6.0,4.0,3.0,2.0
1974,1.0,1.0,1.0,0.0,20.0,20.0,199.0,0.0,100.0012,0.0,83.4416,74.0017,20.0,20.0,0.0,0.0,0.0,0.0,1.196,1.196,0.0018,8.0,4.0,2.0,0.0
1975,1.0,1.0,1.0,159.0,80.0,80.0,199.0,178.9839,0.0,113.3578,63.9414,57.5608,100.0,100.0,2.0,637.0,0.0,199.0,0.2081,0.2081,0.0107,5.0,8.0,2.0,2.0
1976,1.0,1.0,1.0,139.0,99.0,99.0,99.0,404.5346,958.4313,372.1344,33.2453,1126.776,198.0,99.0,0.0,0.0,0.0,0.0,0.0056,0.4381,0.0461,3.0,6.0,3.0,1.0
1977,1.0,1.0,0.0,139.0,139.0,139.0,80.0,73.2547,188.099,81.2158,21.095,7.6485,139.0,139.0,0.0,0.0,1.0,139.0,0.2426,0.3516,0.0149,5.0,8.0,3.0,2.0
1978,1.0,1.0,0.0,99.0,99.0,99.0,99.0,110.7542,109.1146,7.8102,101.0111,115.0272,139.0,139.0,0.0,0.0,0.0,695.0,0.0696,0.0271,0.0083,6.0,4.0,3.0,1.0
1979,1.0,1.0,0.0,80.0,80.0,80.0,99.0,98.0306,0.0,125.2557,51.2957,68.1561,80.0,80.0,0.0,0.0,0.0,0.0,-0.0711,-0.0711,0.0347,8.0,10.0,1.0,0.0
1980,1.0,1.0,0.0,199.0,259.0,259.0,120.0,96.3146,166.818,56.356,66.3871,92.8574,259.0,259.0,0.0,0.0,0.0,0.0,1.0991,1.1741,0.0333,5.0,1.0,4.0,1.0
1981,1.0,1.0,0.0,179.0,139.0,139.0,139.0,895.1633,1227.8477,920.8393,32.8976,1150.7965,139.0,139.0,0.0,0.0,0.0,0.0,0.3176,0.3761,0.0133,8.0,9.0,1.0,0.0
1982,1.0,1.0,0.0,139.0,99.0,99.0,100.0,472.0095,432.5627,305.0016,170.6649,164.7187,99.0,99.0,0.0,0.0,0.0,0.0,0.2897,0.2002,0.0101,4.0,7.0,4.0,0.0
1983,1.0,0.0,1.0,139.0,139.0,139.0,398.0,133.0085,610.6685,68.593,67.5463,51.5388,139.0,139.0,3.0,11507.0,1.0,358.0,0.229,0.27,0.0086,5.0,5.0,5.0,2.0
1984,1.0,0.0,1.0,99.0,338.0,338.0,99.0,130.6379,155.1161,203.3642,71.9253,47.5946,338.0,338.0,0.0,0.0,0.0,0.0,0.4182,0.4182,0.0709,8.0,4.0,1.0,1.0
1985,1.0,1.0,0.0,139.0,199.0,199.0,99.0,289.3877,0.0,368.0054,87.2138,28.178,516.0,172.0,0.0,0.0,0.0,1032.0,0.3182,0.1167,0.191,6.0,5.0,1.0,2.0
1986,1.0,1.0,0.0,99.0,219.0,219.0,139.0,81.6854,90.6091,110.1363,27.8792,51.7904,219.0,219.0,0.0,0.0,0.0,0.0,0.0762,0.4327,0.049,5.0,9.0,1.0,1.0
1987,2.0,1.0,0.0,179.0,139.0,278.0,119.0,210.6899,73.7462,256.9085,52.5856,56.5796,278.0,139.0,0.0,0.0,0.0,0.0,0.2143,0.2633,0.0494,5.0,4.0,1.0,0.0
1988,3.0,1.0,0.0,139.0,99.0,496.0,139.0,232.8626,98.9949,198.2952,153.8059,59.6699,496.0,165.3333,0.0,0.0,0.0,0.0,-0.0442,0.0263,0.0615,7.0,3.0,1.0,0.0
1989,1.0,1.0,1.0,139.0,497.0,497.0,298.0,390.6549,576.5312,386.7609,86.5794,163.5191,238.0,119.0,0.0,0.0,1.0,0.0,0.0954,0.0989,0.0244,7.0,1.0,1.0,0.0
1990,1.0,1.0,1.0,258.0,199.0,199.0,139.0,469.6799,96.2549,599.03,126.5356,127.1928,199.0,199.0,0.0,0.0,0.0,199.0,0.1623,0.1103,0.0211,6.0,10.0,1.0,0.0
1991,1.0,1.0,0.0,119.0,119.0,119.0,159.0,199.5025,0.0,102.0784,86.5708,86.5058,179.0,179.0,0.0,0.0,0.0,358.0,0.5782,0.5782,0.0178,6.0,9.0,2.0,2.0
1992,1.0,1.0,0.0,99.0,99.0,99.0,139.0,163.0192,466.7574,123.1787,41.9762,44.1163,99.0,99.0,0.0,0.0,0.0,0.0,0.0342,0.2142,0.0208,7.0,1.0,5.0,0.0
1993,1.0,0.0,1.0,239.0,199.0,199.0,299.0,193.0317,263.6001,86.4928,109.7565,101.6919,199.0,199.0,0.0,0.0,0.0,0.0,-0.1566,0.4364,0.03,9.0,3.0,4.0,1.0
1994,1.0,0.0,1.0,199.0,179.0,179.0,159.0,102.6158,184.3285,117.2391,51.7349,43.8292,179.0,179.0,0.0,0.0,0.0,0.0,0.1606,0.1621,0.0102,9.0,10.0,4.0,1.0
1995,1.0,1.0,0.0,139.0,199.0,199.0,179.0,429.6164,0.0,488.2305,52.5595,45.7083,278.0,278.0,0.0,0.0,1.0,199.0,-0.021,-0.021,0.028,5.0,6.0,1.0,2.0
1996,1.0,1.0,0.0,179.0,358.0,358.0,139.0,81.6241,114.2147,38.0789,53.7587,22.0227,358.0,358.0,0.0,0.0,1.0,238.0,0.2071,0.1006,0.0267,5.0,3.0,4.0,1.0
1997,2.0,1.0,0.0,80.0,159.0,278.0,179.0,239.4598,201.6792,325.6148,102.2411,84.6832,278.0,139.0,0.0,0.0,0.0,556.0,0.1473,0.1733,0.0371,6.0,1.0,1.0,0.0
1998,1.0,1.0,0.0,139.0,219.0,219.0,80.0,57.0898,99.3001,110.4536,95.6151,100.7782,219.0,219.0,0.0,0.0,0.0,0.0,0.0815,0.3095,0.0446,4.0,9.0,1.0,0.0
1999,1.0,1.0,0.0,139.0,179.0,179.0,99.0,262.0386,522.6399,164.5965,98.1147,90.5994,179.0,179.0,0.0,0.0,0.0,0.0,0.1286,0.1771,0.0359,6.0,6.0,5.0,0.0
2000,1.0,1.0,0.0,199.0,179.0,179.0,99.0,117.7763,239.1025,56.648,55.6103,67.1007,179.0,179.0,0.0,0.0,0.0,0.0,0.2777,0.2312,0.0208,8.0,8.0,2.0,0.0
2001,1.0,0.0,1.0,80.0,99.0,99.0,139.0,229.5441,310.5906,181.0249,47.6681,52.5952,99.0,99.0,0.0,0.0,0.0,0.0,0.136,0.1215,0.0088,8.0,9.0,5.0,1.0
2002,1.0,1.0,1.0,298.0,199.0,199.0,298.0,498.2622,169.0044,565.0434,71.8923,209.1937,318.0,159.0,1.0,1391.0,0.0,3479.0,0.0361,0.0756,0.0191,5.0,2.0,1.0,0.0
2003,2.0,1.0,0.0,139.0,199.0,318.0,99.0,324.0096,282.5004,216.2267,112.7675,29.0,318.0,159.0,2.0,11412.0,0.0,298.0,0.1734,0.1324,0.0417,7.0,10.0,7.0,2.0
2004,1.0,1.0,0.0,139.0,219.0,219.0,80.0,210.5718,131.344,152.0691,64.4302,58.5235,219.0,219.0,0.0,0.0,0.0,0.0,0.1166,0.3176,0.021,5.0,7.0,3.0,1.0
2005,1.0,1.0,0.0,99.0,139.0,139.0,99.0,88.8623,0.0,38.3275,49.8623,60.698,139.0,139.0,1.0,99.0,0.0,0.0,0.2232,0.2232,0.0391,4.0,7.0,2.0,2.0
2006,1.0,1.0,0.0,139.0,139.0,139.0,119.0,264.3449,297.0829,136.4734,128.9661,129.9625,139.0,139.0,0.0,0.0,0.0,0.0,0.0876,0.2996,0.027,8.0,9.0,4.0,0.0
2007,1.0,1.0,0.0,179.0,80.0,80.0,99.0,163.8063,174.2591,98.7168,77.5016,85.6417,80.0,80.0,0.0,0.0,0.0,0.0,-0.07,0.4355,0.0108,7.0,7.0,5.0,1.0
2008,1.0,1.0,0.0,278.0,239.0,239.0,219.0,98.6332,105.5426,130.8625,36.6742,39.3605,239.0,239.0,0.0,0.0,0.0,0.0,0.2025,0.147,0.0229,6.0,2.0,1.0,0.0
2009,1.0,1.0,0.0,99.0,80.0,80.0,239.0,1210.1407,21.8289,265.9624,8.3815,14.5774,80.0,80.0,1.0,358.0,0.0,199.0,0.4197,0.3817,0.0039,6.0,10.0,3.0,0.0
2010,2.0,0.0,1.0,119.0,219.0,318.0,179.0,278.0112,469.5905,293.0154,13.2853,66.0303,318.0,159.0,0.0,0.0,0.0,0.0,-0.0174,0.0356,0.0305,4.0,4.0,4.0,0.0
2011,3.0,1.0,1.0,99.0,99.0,278.0,99.0,276.0783,161.5193,350.3042,68.6586,203.3009,378.0,189.0,1.0,1034.0,0.0,0.0,0.0057,0.0557,0.0672,5.0,3.0,1.0,1.0
2012,1.0,0.0,1.0,99.0,139.0,139.0,99.0,199.6246,136.5147,252.7449,81.4325,72.8371,139.0,139.0,0.0,0.0,0.0,139.0,0.1279,0.0869,0.0603,6.0,2.0,2.0,0.0
2013,2.0,1.0,1.0,258.0,239.0,338.0,179.0,195.075,170.5,241.0332,51.6841,74.2849,179.0,89.5,1.0,834.0,0.0,0.0,0.1112,0.2327,0.0148,7.0,8.0,1.0,1.0
2014,1.0,1.0,0.0,99.0,338.0,338.0,159.0,205.8476,138.5081,100.6628,104.3887,77.2868,338.0,338.0,0.0,0.0,1.0,338.0,0.1471,0.1766,0.0678,4.0,10.0,2.0,0.0
2015,1.0,1.0,0.0,119.0,80.0,80.0,139.0,154.0203,493.6583,92.8493,71.0106,81.9771,80.0,80.0,1.0,557.0,0.0,0.0,0.1138,0.0528,0.0119,7.0,2.0,4.0,0.0
2016,1.0,1.0,1.0,139.0,139.0,139.0,80.0,867.0066,524.1612,841.1659,43.5259,47.5026,139.0,139.0,1.0,3639.0,0.0,80.0,-0.0004,0.1526,0.0133,8.0,4.0,2.0,1.0
2017,1.0,0.0,0.0,219.0,99.0,99.0,238.0,228.0197,572.5055,200.9602,46.457,101.5972,338.0,169.0,1.0,199.0,0.0,0.0,0.1332,0.1332,0.028,9.0,4.0,5.0,0.0
2018,1.0,1.0,0.0,179.0,219.0,219.0,80.0,421.4748,127.548,348.2815,69.1466,69.7155,219.0,219.0,0.0,0.0,0.0,20.0,0.6921,0.4576,0.0398,7.0,1.0,4.0,0.0
2019,1.0,1.0,1.0,339.0,179.0,179.0,379.0,84.0729,122.4091,79.7621,39.3192,26.163,120.0,120.0,2.0,22218.0,0.0,918.0,0.7725,1.4375,0.003,5.0,7.0,5.0,1.0
2020,1.0,1.0,1.0,179.0,199.0,199.0,199.0,105.6705,148.2102,45.7056,64.195,70.5284,199.0,199.0,1.0,914.0,0.0,776.0,-0.0228,0.2152,0.024,8.0,3.0,5.0,2.0
2021,1.0,0.0,1.0,99.0,179.0,179.0,119.0,147.4491,59.165,174.4276,53.2024,23.5053,119.0,119.0,2.0,1074.0,1.0,1332.0,0.0807,0.4827,0.0098,5.0,5.0,4.0,2.0
2022,1.0,1.0,0.0,80.0,179.0,179.0,179.0,167.5381,104.0589,213.7849,55.0205,40.7339,179.0,179.0,0.0,0.0,0.0,0.0,0.4721,0.3621,0.028,4.0,9.0,1.0,0.0
2023,1.0,1.0,1.0,80.0,219.0,219.0,99.0,497.0362,99.7296,500.6046,57.5348,52.5595,219.0,219.0,1.0,714.0,0.0,0.0,0.1411,0.5936,0.0563,7.0,1.0,2.0,1.0
2024,1.0,1.0,0.0,159.0,139.0,139.0,179.0,224.8077,188.6915,285.7866,63.4133,62.6598,139.0,139.0,0.0,0.0,0.0,0.0,0.0162,0.1602,0.0132,5.0,3.0,4.0,0.0
2025,1.0,1.0,1.0,0.0,99.0,99.0,199.0,0.0,206.7686,0.0,102.8227,101.8332,99.0,99.0,4.0,3221.0,1.0,1809.0,-0.0188,0.1162,0.0126,4.0,1.0,3.0,2.0
2026,1.0,1.0,0.0,119.0,99.0,99.0,99.0,170.6173,173.2404,124.4026,58.331,57.6043,99.0,99.0,0.0,0.0,0.0,0.0,0.0802,0.1767,0.0124,7.0,6.0,4.0,1.0
2027,1.0,0.0,0.0,239.0,219.0,219.0,338.0,152.1849,248.7217,62.482,123.7134,125.4771,179.0,179.0,0.0,0.0,0.0,0.0,-0.1175,-0.1215,0.0243,4.0,3.0,3.0,1.0
2028,2.0,1.0,0.0,80.0,80.0,219.0,179.0,162.0008,225.5355,102.1763,64.438,59.0339,219.0,109.5,1.0,6914.0,1.0,714.0,0.4915,0.4915,0.0147,7.0,10.0,6.0,2.0
2029,1.0,1.0,0.0,179.0,139.0,139.0,100.0,175.1207,176.0064,114.2147,63.5492,63.3482,139.0,139.0,1.0,239.0,1.0,159.0,0.4201,0.4201,0.0315,4.0,10.0,2.0,2.0
2030,1.0,1.0,0.0,0.0,99.0,99.0,80.0,0.0,477.4018,0.0,25.632,19.7041,99.0,99.0,0.0,0.0,0.0,0.0,-0.0129,0.1191,0.0186,4.0,4.0,3.0,0.0
2031,1.0,1.0,0.0,139.0,20.0,20.0,239.0,152.6434,105.9292,46.0977,120.7901,120.7901,20.0,20.0,0.0,0.0,0.0,0.0,0.3655,0.298,0.002,6.0,1.0,2.0,0.0
2032,1.0,1.0,1.0,99.0,199.0,199.0,139.0,64.3525,0.0,100.7174,53.3877,42.5,477.0,477.0,1.0,1013.0,1.0,3479.0,1.0012,1.0012,0.0606,4.0,1.0,1.0,2.0
2033,1.0,1.0,0.0,99.0,99.0,99.0,99.0,203.6989,202.5883,191.157,22.3886,22.0057,99.0,99.0,0.0,0.0,0.0,0.0,0.2865,0.5545,0.0255,7.0,2.0,3.0,1.0
2034,1.0,1.0,0.0,99.0,199.0,199.0,219.0,374.5003,57.4282,393.5607,28.8141,48.7083,199.0,199.0,0.0,0.0,1.0,199.0,0.2226,0.2226,0.0263,5.0,2.0,1.0,2.0
2035,1.0,1.0,0.0,139.0,139.0,139.0,278.0,128.6944,135.4862,152.1611,53.033,64.9173,139.0,139.0,1.0,219.0,0.0,695.0,0.0431,0.1446,0.0093,5.0,3.0,2.0,0.0
2036,1.0,1.0,1.0,179.0,278.0,278.0,159.0,257.0146,122.3162,218.2773,109.468,104.1981,497.0,165.6667,0.0,0.0,0.0,0.0,0.2636,0.1986,0.0436,7.0,5.0,1.0,0.0
2037,1.0,1.0,0.0,199.0,160.0,160.0,219.0,66.0,128.0625,17.4642,57.5587,61.0737,160.0,160.0,0.0,0.0,1.0,0.0,1.8407,1.7177,0.0388,4.0,5.0,3.0,2.0
2038,2.0,1.0,1.0,100.0,179.0,298.0,119.0,255.7953,203.9314,291.5682,42.8544,41.9076,119.0,119.0,0.0,0.0,0.0,119.0,0.1057,0.5782,0.0119,5.0,8.0,1.0,1.0
2039,1.0,1.0,0.0,80.0,179.0,179.0,99.0,536.5541,264.5468,571.9694,34.0331,46.6476,179.0,179.0,1.0,378.0,0.0,0.0,0.0778,0.1328,0.0409,7.0,2.0,3.0,2.0
2040,1.0,1.0,1.0,179.0,99.0,99.0,139.0,140.5569,632.3008,275.3471,133.4476,122.173,99.0,99.0,1.0,436.0,0.0,556.0,0.2371,0.3776,0.0066,6.0,9.0,4.0,2.0
2041,1.0,1.0,0.0,179.0,199.0,199.0,179.0,452.1338,94.5119,380.434,79.6006,53.8934,199.0,199.0,0.0,0.0,0.0,0.0,0.0891,0.0761,0.0223,8.0,1.0,7.0,0.0
2042,1.0,0.0,1.0,179.0,99.0,99.0,179.0,246.3701,22.0057,160.6393,90.4005,102.6803,99.0,99.0,0.0,0.0,0.0,0.0,0.2521,0.4061,0.0508,3.0,1.0,2.0,1.0
2043,1.0,1.0,0.0,199.0,278.0,278.0,179.0,116.2755,291.689,174.2642,64.8845,40.783,278.0,278.0,0.0,0.0,1.0,278.0,0.3023,0.2923,0.0402,6.0,10.0,3.0,1.0
2044,2.0,1.0,1.0,219.0,219.0,378.0,199.0,93.2269,568.4259,74.3303,23.2433,180.5692,498.0,249.0,2.0,896.0,1.0,1654.0,1.525,1.49,0.0126,6.0,5.0,5.0,1.0
2045,2.0,1.0,0.0,278.0,159.0,239.0,80.0,166.0271,137.2334,108.9312,68.5292,46.8402,239.0,119.5,0.0,0.0,0.0,0.0,0.1096,0.2841,0.0256,6.0,7.0,2.0,1.0
2046,1.0,1.0,1.0,99.0,80.0,80.0,80.0,311.5004,275.2199,474.427,158.9851,85.0368,238.0,119.0,0.0,0.0,0.0,0.0,0.3965,0.3965,0.0332,7.0,2.0,1.0,0.0
2047,1.0,1.0,0.0,139.0,99.0,99.0,119.0,69.4262,140.8208,192.4162,139.2345,140.6983,99.0,99.0,0.0,0.0,0.0,258.0,0.2813,0.3933,0.0163,5.0,10.0,1.0,2.0
2048,2.0,1.0,0.0,139.0,99.0,198.0,139.0,220.3838,194.0928,147.0136,75.5414,64.8171,198.0,99.0,0.0,0.0,0.0,0.0,0.1342,0.1412,0.0202,4.0,2.0,2.0,0.0
2049,2.0,1.0,0.0,279.0,199.0,219.0,219.0,353.5948,186.3934,190.9476,147.3745,164.5965,319.0,319.0,3.0,9087.0,1.0,3248.0,-1.113,0.319,0.008,5.0,6.0,4.0,1.0
2050,1.0,1.0,0.0,179.0,159.0,159.0,99.0,135.0796,132.8166,51.788,84.0952,83.0241,159.0,159.0,0.0,0.0,1.0,0.0,0.2389,0.3034,0.0204,6.0,7.0,2.0,0.0
2051,1.0,1.0,1.0,139.0,119.0,119.0,199.0,204.0496,105.6468,205.7887,7.9057,30.8423,119.0,119.0,1.0,854.0,0.0,0.0,0.3484,0.3139,0.0255,8.0,2.0,7.0,0.0
2052,1.0,1.0,0.0,119.0,199.0,199.0,139.0,246.8694,146.5034,168.003,74.6676,81.5383,199.0,199.0,0.0,0.0,0.0,0.0,0.3797,0.1617,0.0233,8.0,10.0,3.0,1.0
2053,1.0,1.0,1.0,99.0,139.0,139.0,179.0,344.8279,67.309,423.6272,91.7606,92.3864,139.0,139.0,0.0,0.0,0.0,0.0,0.1356,0.1926,0.0357,4.0,7.0,1.0,0.0
2054,1.0,1.0,0.0,139.0,139.0,139.0,139.0,45.1221,162.4962,117.0385,70.799,64.3273,139.0,139.0,0.0,0.0,1.0,139.0,0.2718,0.4189,0.0211,7.0,8.0,3.0,1.0
2055,1.0,1.0,0.0,139.0,80.0,80.0,119.0,431.196,257.5587,316.9385,127.3892,110.7305,80.0,80.0,0.0,0.0,0.0,80.0,0.0359,0.4174,0.0253,7.0,1.0,4.0,0.0
2056,1.0,0.0,1.0,99.0,80.0,80.0,179.0,54.7951,249.3657,94.3663,41.3038,46.7787,80.0,80.0,0.0,0.0,1.0,80.0,0.4466,0.3086,0.0106,6.0,8.0,1.0,0.0
2057,1.0,1.0,0.0,179.0,199.0,199.0,219.0,141.553,336.3127,85.6154,59.357,62.3318,199.0,199.0,0.0,0.0,1.0,0.0,0.1533,0.6028,0.1099,6.0,1.0,4.0,2.0
2058,3.0,1.0,1.0,139.0,139.0,417.0,159.0,114.0888,0.0,40.025,74.3388,61.2413,557.0,139.25,2.0,17019.0,1.0,557.0,0.3717,0.3717,0.0208,5.0,6.0,5.0,2.0
2059,1.0,1.0,0.0,119.0,219.0,219.0,80.0,127.0089,508.5199,108.9036,26.6693,14.5344,219.0,219.0,1.0,995.0,0.0,0.0,0.0681,0.0841,0.0271,6.0,5.0,5.0,1.0
2060,2.0,1.0,0.0,298.0,99.0,179.0,80.0,454.5099,266.9724,415.0434,41.5752,59.7537,179.0,89.5,0.0,0.0,0.0,0.0,0.4267,0.4497,0.0312,7.0,9.0,4.0,1.0
2061,1.0,1.0,0.0,199.0,378.0,378.0,80.0,338.9207,437.0309,305.3211,31.6623,24.8646,378.0,378.0,0.0,0.0,0.0,0.0,0.0168,0.1978,0.0623,6.0,10.0,4.0,0.0
2062,1.0,1.0,1.0,139.0,278.0,278.0,179.0,156.5288,80.05,99.4786,128.7799,242.6319,696.0,232.0,1.0,8606.0,0.0,3062.0,0.1251,0.1681,0.0466,7.0,2.0,1.0,0.0
2063,1.0,1.0,0.0,159.0,159.0,159.0,179.0,268.5168,130.9399,250.3917,21.5232,29.5846,159.0,159.0,0.0,0.0,0.0,0.0,0.1838,0.2133,0.0212,5.0,8.0,4.0,0.0
